date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2019-12-01 22:00:00,1.29004,1.29103,1.2918,1.28939,1.29156,1.29171,1.29284,1.29135,1551
2019-12-02 02:00:00,1.29093,1.29189,1.29251,1.29087,1.2914,1.29216,1.29277,1.2912,19238
2019-12-02 06:00:00,1.29094,1.29153,1.29183,1.29068,1.29122,1.29178,1.29209,1.29095,14133
2019-12-02 10:00:00,1.29087,1.29163,1.29293,1.28886,1.29113,1.29188,1.29321,1.28908,39852
2019-12-02 14:00:00,1.28857,1.28971,1.29041,1.28697,1.28883,1.28995,1.29066,1.28721,47994
2019-12-02 18:00:00,1.28296,1.28318,1.28745,1.28196,1.28322,1.28344,1.28761,1.28223,61815
2019-12-02 22:00:00,1.28246,1.28331,1.28403,1.28186,1.28304,1.28364,1.2844,1.28278,18240
2019-12-03 02:00:00,1.28266,1.2835,1.2837,1.28209,1.28292,1.28375,1.28395,1.28236,20509
2019-12-03 06:00:00,1.2835,1.28448,1.28458,1.28335,1.28375,1.28473,1.28485,1.28361,15801
2019-12-03 10:00:00,1.28448,1.28564,1.28587,1.28317,1.28473,1.2859,1.28611,1.28343,60744
2019-12-03 14:00:00,1.28432,1.28629,1.28653,1.2825,1.28457,1.28655,1.28679,1.28274,57733
2019-12-03 18:00:00,1.28149,1.28302,1.28347,1.28035,1.28175,1.28325,1.28363,1.28061,47016
2019-12-03 22:00:00,1.28214,1.28307,1.28325,1.28168,1.28243,1.28333,1.28352,1.28207,21360
2019-12-04 02:00:00,1.28228,1.28316,1.28329,1.28196,1.28259,1.28346,1.28356,1.28223,24179
2019-12-04 06:00:00,1.28293,1.28327,1.28359,1.28244,1.28319,1.28354,1.28386,1.28271,13614
2019-12-04 10:00:00,1.28147,1.29076,1.29095,1.28079,1.28174,1.29103,1.29121,1.28105,72489
2019-12-04 14:00:00,1.29017,1.29418,1.29498,1.28995,1.29044,1.29442,1.29525,1.29023,66023
2019-12-04 18:00:00,1.29246,1.29605,1.29691,1.2922,1.29308,1.29631,1.29717,1.29283,54645
2019-12-04 22:00:00,1.29519,1.2958,1.296,1.29424,1.29543,1.29607,1.2964,1.29529,15231
2019-12-05 02:00:00,1.29518,1.29561,1.29612,1.29498,1.29557,1.29587,1.29635,1.29524,25870
2019-12-05 06:00:00,1.29506,1.29548,1.29616,1.29433,1.29533,1.29575,1.29643,1.29458,15394
2019-12-05 10:00:00,1.29441,1.29887,1.29988,1.2944,1.29481,1.29913,1.30014,1.29473,48667
2019-12-05 14:00:00,1.29777,1.30056,1.30147,1.29716,1.29802,1.30089,1.30172,1.29742,41646
2019-12-05 18:00:00,1.29885,1.29999,1.30062,1.29798,1.2991,1.3002,1.3009,1.29823,45151
2019-12-05 22:00:00,1.29858,1.29913,1.29968,1.29807,1.29919,1.29988,1.30046,1.29881,18662
2019-12-06 02:00:00,1.29836,1.29888,1.29923,1.29817,1.29862,1.29917,1.29991,1.29845,19906
2019-12-06 06:00:00,1.29842,1.30024,1.30086,1.29827,1.29865,1.30053,1.30111,1.2985,15963
2019-12-06 10:00:00,1.29623,1.29884,1.30039,1.29493,1.29649,1.29912,1.30066,1.29518,41955
2019-12-06 14:00:00,1.2976,1.30032,1.30117,1.29726,1.29787,1.30067,1.30145,1.29776,60260
2019-12-06 18:00:00,1.29851,1.30069,1.30121,1.29823,1.29877,1.30098,1.30144,1.29848,46210
2019-12-06 21:00:00,1.3004,1.30071,1.30099,1.29963,1.30067,1.30159,1.30164,1.29998,14606
2019-12-08 23:00:00,1.30019,1.30146,1.30176,1.29902,1.30069,1.30173,1.30227,1.30017,13332
2019-12-09 03:00:00,1.30127,1.30241,1.30254,1.30114,1.30155,1.30268,1.3028,1.30142,20623
2019-12-09 07:00:00,1.30186,1.30473,1.30558,1.30182,1.30211,1.30504,1.30593,1.30209,27942
2019-12-09 11:00:00,1.30248,1.30373,1.30448,1.30192,1.30271,1.30392,1.30474,1.30216,39622
2019-12-09 15:00:00,1.30051,1.30135,1.30421,1.29955,1.30076,1.30156,1.30444,1.29981,50772
